uid,platform,source,rating,text,discovery_relevant,primary_theme,new_category_barrier,purchase_trigger,consideration_level,categories_mentioned,jtbd,external_platform,segment_signal,sentiment
appstore_14321259839_55,blinkit,appstore,5.0,This my quick and last minute helping application to order stuffs.,False,habit_convenience,none,urgent_need,low,['other'],"when I have a last-minute urgent need, I want to order quickly, so I can get help fast",none,unknown,positive
appstore_14321147398_56,blinkit,appstore,5.0,Best fir electronics shopping,False,other,none,unknown,unknown,['electronics_accessories'],none,none,unknown,positive
appstore_14320963639_60,blinkit,appstore,5.0,"Blinkit is very useful and convenient. Thank you for delivering everything so quickly. Even during vacations and busy times, the service is reliable. It makes shopping so much easier. Highly recommended!",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14320959650_61,blinkit,appstore,5.0,"Firstly I hope you’ll don’t delete this review and take this seriously , Blinkit price have always bee higher then Zepto plz check what’s wrong .",False,price_value,none,unknown,unknown,[],none,zepto,unknown,negative
appstore_14320793199_64,blinkit,appstore,1.0,Printout quality is very bad,False,trust_quality,none,unknown,unknown,['stationery_printouts'],none,none,unknown,negative
appstore_14318619085_73,blinkit,appstore,1.0,"I think Zepto and Flipkart mints 
giving better deal",False,price_value,none,unknown,unknown,['snacks_beverages'],none,zepto,unknown,negative
appstore_14318603040_74,blinkit,appstore,3.0,While buying items on offer I've noticed that blinkit has erase the expiry date on most of the item so be careful while buying something big in cheap prices.,False,trust_quality,none,promotion,medium,[],none,none,unknown,negative
appstore_14318018173_84,blinkit,appstore,4.0,Quality of perishable items is not good. Charger wires never work. Rest is excellent so far,False,trust_quality,none,unknown,unknown,"['grocery_staples', 'electronics_accessories']",none,none,unknown,negative
appstore_14317995149_85,blinkit,appstore,1.0,products given sometimes comes in very bad condition and many times i had got stale and seal broken products nd expired 1 too just recheck everything they deliver because 1 day delay can close the help window and we have to suffer with money wasted and damaged product,False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14315009122_119,blinkit,appstore,5.0,"One of the best platform of the delivering goods at any time and at very good price, so I will definitely recommend this to everybody that you can use this platform for yourself if you want to save your money",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14314979861_120,blinkit,appstore,1.0,"Absolutely selling of fake items, no regulations of expired products at any store whatsoever. Will not recommend at all",False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14314978782_121,blinkit,appstore,5.0,Very good Delivery me mechanism and fast response on orders.Product quality is also good and well packed !,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14314906915_124,blinkit,appstore,1.0,Delivering expired and bad quality materials all the way,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14314828365_125,blinkit,appstore,1.0,"Very disappointed with Blinkit. I received a poor-quality item that was old, not fresh, and frozen into a solid block like a stone, making it impossible to use or cook properly. This is completely unacceptable for a grocery delivery service.

What made the experience even worse was the customer support. The support team was unhelpful, took no responsibility, and did not provide a satisfactory resolution. It felt like they were not interested in solving the customer’s problem.

I expected fresh products and reliable service, but instead I received poor-quality items and disappointing support. I have lost trust in Blinkit and will think twice before ordering again.",False,trust_quality,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14314632466_130,blinkit,appstore,5.0,Bhai Bhadiya hai Blinkit sab use karo mast time se chiz mil jati hai bas discount dediya karo Mhuje plzzz jada sa 😭🙏🏻💓 Baki sab bhaiya hai secure ata hai sab or achi quality m ata hai mast hai bro I used that recent 1 month I fell good and happy 😆😝💓🕺🏻,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14314167858_137,blinkit,appstore,5.0,"I am totally surprised and fascinated by the speed of delivery,quality and range of products available at their fingertips without getting out from the door. What is next?",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14313480367_142,blinkit,appstore,1.0,"This is local kirana store and doesn’t provide proper customer support- Amazon is best.

Deleting app now.",False,returns_support,none,unknown,unknown,[],none,amazon,unknown,negative
appstore_14312573659_156,blinkit,appstore,5.0,"Review complete karne se pehle hi order aa gaya… kya speed hai, Blinkit! ⚡",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14311675074_160,blinkit,appstore,1.0,Extra charges and too much time fake app,False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
appstore_14310684431_165,blinkit,appstore,1.0,"Hi blinkit team 
Previously I have been purchased one thing on the blinkit and I received the other item in that I have been shared the photos off the item through your app and they said like it is not refunded and I did not ask about the refund I just to replacement they but they are informing it is also not replaceable then what should I do with that then I just requested to call back from the executive but they are informing the same thing I don’t know what should I do with that product the product still unusable how can we trust on that",False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14310535924_169,blinkit,appstore,5.0,"The interface is clean, ordering takes just a few taps, and deliveries are usually on time. Great selection of products, frequent discounts, and reliable service. Makes grocery shopping so much easier. Highly recommended!",False,other,none,unknown,unknown,['grocery_staples'],none,none,unknown,positive
appstore_14310355138_173,blinkit,appstore,1.0,"Vegetables were delivered in very poor condition. They were not fresh at all and some items looked almost unusable. I raised a complaint immediately, but even after that there was no stock change or replacement provided. Also, there was no proper response from customer support. This is very disappointing and not expected from Blinkit. Please improve quality control and customer service.",False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
appstore_14309237777_195,blinkit,appstore,5.0,And product quality,False,other,none,unknown,unknown,[],none,none,unknown,unknown
appstore_14309097969_196,blinkit,appstore,5.0,"I truly appreciate the incredible work Blinkit is doing for society. Providing ambulance services at such a low cost is a remarkable initiative that can help countless people during emergencies. This is more than just a business service—it is a meaningful contribution to the community and a great example of social responsibility. Fast delivery, reliable support, and now affordable emergency assistance show how much they care about people’s well-being. A big thank you to the entire Blinkit team for making essential services more accessible and helping those in need.",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14309021543_198,blinkit,appstore,1.0,Never ordered anything from Blinkit if you want to save your money poor quality and no return option is their be careful use better service like Flipkart minutes or Swiggy Instamart,False,returns_support,none,unknown,unknown,[],none,flipkart,unknown,negative
appstore_14309018796_199,blinkit,appstore,5.0,"I am a working professional, and I often have snacks at the office. However, due to a shortage of time in the morning, I couldn’t carry snacks from home. That’s why I prefer Blinkit’s quick delivery service.

Or, if you’re writing a customer review, you could make it sound a bit more friendly:

I’m a working professional, and I usually have snacks at the office. Since I don’t have enough time in the morning to pack snacks, I prefer Blinkit’s quick delivery. It saves me time and is very convenient.",False,habit_convenience,none,replenishment,low,['snacks_beverages'],"when I have limited morning time before work, I want to get snacks quickly, so I can have them at the office without packing at home.",none,autopilot_narrow,positive
appstore_14308882682_203,blinkit,appstore,1.0,They have started using Hindi names for groceries which the locals have no idea about in Bengaluru. They were using Kannada names earlier. Why the shift and imposition of Hindi!! Useless app for Bengaluru and Kannadigas.,False,app_ux,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14308850966_204,blinkit,appstore,5.0,I would like to say that service is impressive this app only takes few minutes i always buy my things here and it’s a great full,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14308785982_205,blinkit,appstore,4.0,"Hi Blinkit Team,

Just a small suggestion—would it be possible to add a Monthly Expense Summary feature in the app? It would be really helpful to view total monthly spending and track expenses without having to calculate each order manually.

and thanks for the great service!",False,app_ux,none,unknown,unknown,[],none,none,unknown,positive
appstore_14308774184_207,blinkit,appstore,5.0,"Very useful app in emergency time , every time helpful",False,other,none,urgent_need,unknown,[],"when faced with an emergency need, I want a useful app, so I can get help quickly",none,unknown,positive
appstore_14308697145_209,blinkit,appstore,5.0,"Less in time, good quality products",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14306240338_225,blinkit,appstore,1.0,Extra charges for daily costumer,False,price_value,none,unknown,unknown,[],none,none,unknown,negative
appstore_14305986334_231,blinkit,appstore,5.0,Good quality products,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14305358142_238,blinkit,appstore,1.0,Good Discount to be given to regular customer - to extend relationship for a longer,False,price_value,none,unknown,unknown,[],none,none,unknown,neutral
appstore_14304983271_244,blinkit,appstore,4.0,Always Deliver Good quality product in short duration…,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14304976287_245,blinkit,appstore,5.0,"Printout service is very good used for interviews purpose, I saw a reel of ambulance service, user centric approach, loved their service",False,other,none,unknown,unknown,['stationery_printouts'],none,none,unknown,positive
appstore_14304946378_246,blinkit,appstore,5.0,Authentic delivery of products and quality,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14304894850_248,blinkit,appstore,1.0,They deliver tempered electronic product and then refuse toe listen customer complaints.,False,returns_support,none,unknown,unknown,['electronics_accessories'],none,none,unknown,negative
